Client_ID,Age,Gender,Monthly_Income,Credit_History,Monthly_Repayment,Employment,Default_Flag
C00060,57,Male,1666.666667,2,707.3716667,Employed,0
C00061,30,Male,4638.2925,7,1614.064167,Employed,0
C00062,29,Male,3167.676667,0,1173.929167,Employed,0
C00063,27,Male,4404.791667,4,956.9483333,Self-Employed,0
C00064,56,Female,4928.089167,5,978.24,Employed,0
C00065,62,Male,3772.260838,6,2463.821387,Employed,1
C00066,31,Male,5110.905833,6,1869.269167,Unemployed,0
C00067,23,Male,1607.701145,2,1625.870828,Employed,1
C00068,31,Male,2017.544833,0,730.2215878,Self-Employed,1
C00069,39,Male,2499.135,6,1909.636667,Employed,0
C00070,26,Female,6294.435,2,256.4408333,Self-Employed,0
C00071,66,Male,3315.3525,2,3099.200833,Employed,1
C00072,35,Female,4799.560287,5,3484.154284,Employed,1
C00073,43,Male,5527.855,5,172.4116667,Employed,0
C00074,74,Male,3780.201667,5,535.4016667,Employed,0
C00075,57,Female,2755.351667,2,1230.224167,Self-Employed,0
C00076,26,Male,5983.584167,3,2752.923333,Employed,0
C00077,73,Female,2149.715,4,1924.205833,Unemployed,1
C00078,30,Female,3350.005,6,1983.14,Employed,0
C00079,55,Female,5463.591667,6,1267.700833,Employed,0
C00080,44,Female,4221.17,4,1628.115833,Employed,0
C00081,37,Male,6254.0475,6,2257.794167,Employed,0
C00082,26,Male,3673.608787,1,2550.245076,Employed,1
C00083,53,Male,5523.899167,0,1517.290833,Employed,0
C00084,26,Male,4030.716667,2,3486.7475,Employed,1
C00085,23,Female,2148.227579,8,3845.224357,Self-Employed,1
C00086,58,Male,5018.5425,7,472.7741667,Self-Employed,0
C00087,45,Male,4957.831667,10,2913.925,Self-Employed,0
C00088,30,Male,4675.481667,9,834.8233333,Employed,0
C00089,22,Male,3858.705967,3,2826.350558,Employed,1
C00090,43,Male,4984.623333,8,1869.714167,Employed,0
C00091,51,Female,4786.269167,5,2148.315833,Employed,0
C00092,63,Male,6498.885,8,0,Employed,0
C00093,67,Female,2926.444579,4,2544.083593,Employed,1
C00094,43,Male,4582.059167,3,527.6183333,Employed,0
C00095,32,Female,5877.455833,7,1184.063333,Employed,0
C00096,69,Female,4224.185763,8,2779.07875,Employed,1
C00097,18,Female,4573.911667,6,964.6391667,Employed,0
C00098,71,Male,3802.049167,6,2412.205833,Employed,1
C00099,21,Male,4136.4225,2,3823.2575,Employed,1
C00100,23,Female,4633.746114,2,1934.231288,Unemployed,1
C00101,36,Male,6511.88,2,2872.755,Employed,0
C00102,38,Male,5182.324167,3,1791.135833,Unemployed,0
C00103,41,Male,8088.8525,3,2057.481667,Employed,0
C00104,18,Female,2227.136371,4,2063.102686,Self-Employed,1
C00105,54,Female,3653.149167,0,1497.115833,Self-Employed,0
C00106,35,Female,3674.993333,1,868.6925,Self-Employed,0
C00107,22,Female,2063.670015,5,3133.669266,Employed,1
C00108,48,Female,4850.083333,5,3352.158333,Employed,1
C00109,52,Male,4837.4825,2,2236.019167,Employed,0
C00110,30,Male,1717.079167,6,2303.358333,Employed,0
C00111,55,Female,4630.599167,10,2409.42,Employed,0
C00112,25,Female,5217.470833,2,919.7225,Employed,0
C00113,31,Male,2692.866667,4,1325.165833,Employed,0
C00114,36,Male,3906.514167,8,1918.083333,Employed,0
C00115,66,Male,4475.749717,0,2327.31668,Employed,1
C00116,54,Male,5076.203333,2,2892.529167,Employed,0
C00117,37,Male,3815.0075,1,1657.610833,Employed,0
C00118,41,Male,4076.654167,3,1672.648333,Employed,0
C00119,49,Female,3041.735761,0,1548.443597,Employed,1
C00120,49,Male,5904.425833,8,810.4966667,Employed,0
C00121,27,Male,4282.7225,5,1379.044167,Employed,0
C00122,18,Male,4956.928087,1,2520.770796,Employed,1
C00123,53,Female,3384.713333,4,2344.984167,Employed,0
C00124,34,Male,4333.5925,8,4230.716667,Employed,1
C00125,65,Male,4758.6575,8,178.0208333,Employed,0
C00126,47,Female,5983.3975,7,2174.0875,Employed,0
C00127,47,Female,4722.42,9,1313.425,Employed,0
C00128,22,Female,3631.932618,8,3818.291078,Self-Employed,1
C00129,48,Male,5434.629167,8,1331.8375,Employed,0
C00130,36,Male,4197.304167,4,1056.973333,Employed,0
C00131,22,Male,4615.315628,2,2175.465079,Employed,1
C00132,29,Male,3713.615833,4,2252.866667,Employed,0
C00133,49,Male,4682.830833,5,683.8591667,Employed,0
C00134,61,Male,2527.769012,2,2079.130424,Employed,1
C00135,35,Male,3700.625,4,1483.609167,Employed,0
C00136,49,Male,4078.543333,4,2355.929167,Employed,0
C00137,48,Female,5194.241667,0,1752.865,Employed,0
C00138,45,Female,5371.775833,2,0,Self-Employed,0
C00139,26,Female,3740.164061,5,2408.153128,Employed,1
C00140,71,Female,1699.270477,4,819.8727758,Unemployed,1
C00141,39,Female,5763.7625,4,2060.525,Self-Employed,0
C00142,27,Male,5228.669167,8,924.735,Employed,0
C00143,19,Female,3424.61017,0,3483.334178,Self-Employed,1
C00144,38,Male,4323.6375,5,2061.1725,Employed,0
C00145,36,Female,2665.445344,0,1949.029877,Employed,1
C00146,19,Male,3946.809167,2,912.5433333,Employed,0
C00147,47,Female,4641.914167,6,756.5658333,Self-Employed,0
C00148,30,Female,2640.6125,5,876.7558333,Self-Employed,0
C00149,26,Male,5139.618333,9,149.3666667,Employed,0
C00150,21,Male,5360.798333,0,731.8741667,Employed,0
C00151,55,Male,5778.8575,4,2601.551667,Self-Employed,1
C00152,42,Male,3787.691667,7,1841.919167,Unemployed,0
C00153,36,Male,2344.313218,9,1900.127672,Unemployed,1
C00154,62,Male,5494.845932,10,2423.255013,Employed,1
C00155,18,Male,2034.504158,5,2114.543885,Employed,1
C00156,55,Female,3779.733333,7,1836.03,Employed,0
C00157,50,Female,7472.095833,6,953.0425,Employed,0
C00158,36,Female,3577.869167,8,1716.738333,Employed,0
C00159,59,Male,3093.719167,4,883.0008333,Self-Employed,0
C00160,51,Male,1707.012332,4,2568.131939,Employed,1
C00161,18,Female,2185.646309,6,1532.057417,Employed,1
C00162,32,Male,5034.807449,5,2299.36541,Employed,1
C00163,53,Female,4316.705833,4,0,Employed,0
C00164,41,Male,4696.874167,7,967.5891667,Employed,0
C00165,67,Female,3164.517502,10,1223.640549,Employed,1
C00166,62,Male,4078.643211,9,3622.359728,Employed,1
C00167,59,Male,5101.554167,9,2273.765833,Employed,0
C00168,53,Female,3305.181667,8,2759.744167,Unemployed,1
C00169,42,Male,4258.314167,5,2016.421667,Employed,1
C00170,40,Female,3859.931667,7,1897.798333,Employed,0
C00171,57,Female,1914.190833,8,1495.31,Employed,0
C00172,57,Male,4861.954167,0,1288.821667,Employed,0
C00173,58,Female,4474.924256,2,1792.042819,Employed,1
C00174,51,Female,6417.8425,9,1966.803333,Employed,0
C00175,35,Male,3404.438333,2,2539.093333,Self-Employed,0
C00176,31,Female,4802.573333,6,2277.545,Employed,0
C00177,44,Female,3416.395833,9,3044.680833,Employed,0
C00178,59,Female,6760.9175,6,2606.483333,Employed,0
C00179,51,Female,3170.5475,8,1343.130833,Unemployed,0
C00180,38,Female,4182.278458,1,2898.743249,Unemployed,1
C00181,63,Male,6929.820833,6,1433.744167,Self-Employed,0
C00182,32,Female,4700.66,1,1616.635,Self-Employed,0
C00183,25,Female,3561.809167,7,2074.379167,Employed,0
C00184,55,Male,2547.818333,4,1673.796667,Employed,0
C00185,34,Male,1706.543999,2,1664.87584,Employed,1
C00186,40,Female,4516.868333,9,3030.616667,Employed,0
C00187,23,Male,3212.5925,3,3024.701667,Unemployed,1
C00188,32,Male,2770.972651,8,3826.219612,Employed,1
C00189,43,Male,3905.011667,3,1470.240833,Self-Employed,0
C00190,47,Female,6202.1625,5,791.1475,Unemployed,0
C00191,53,Female,3086.678333,10,1175.0875,Unemployed,0
C00192,49,Male,5763.7475,1,2827.879167,Employed,0
C00193,18,Male,4402.193718,1,3857.276405,Employed,1
C00194,20,Female,4049.527144,8,2903.928777,Employed,1
C00195,67,Female,1827.161193,2,1693.960033,Self-Employed,1
C00196,62,Male,5652.808333,2,3036.285,Employed,1
C00197,66,Female,5365.986768,1,3177.635158,Self-Employed,1
C00198,25,Male,4140.54,2,1339.1225,Self-Employed,0
C00199,53,Female,4123.310833,0,916.175,Employed,0
C00200,23,Male,3563.2375,7,127.8558333,Employed,0
C00201,41,Male,6078.604167,7,2370.645,Unemployed,0
C00202,54,Male,3730.020833,4,668.0066667,Employed,0
C00203,32,Female,5980.595833,3,1707.756667,Employed,0
C00204,27,Female,3618.947572,3,1873.909378,Employed,1
C00205,33,Male,1690.529044,5,3472.287495,Employed,1
C00206,46,Male,5842.23,9,1202.390833,Employed,0
C00207,46,Male,2203.540833,10,1682.8175,Employed,0
C00208,37,Female,3145.496667,7,1667.771667,Employed,0
C00209,56,Female,2826.4925,7,1848.8825,Employed,0
C00210,73,Male,4781.565833,0,3033.845833,Employed,1
C00211,31,Male,3449.589167,4,2562.785833,Employed,0
C00212,39,Male,4256.124167,5,1898.624167,Employed,0
C00213,57,Male,4426.276667,7,1813.491667,Employed,0
C00214,43,Male,6449.179167,7,2877.296667,Employed,0
C00215,27,Male,4125.129167,10,1024,Employed,0
C00216,73,Male,2858.257619,9,2368.204695,Employed,1
C00217,19,Female,3090.061667,10,73.6325,Employed,0
C00218,25,Female,4866.322118,7,2370.591853,Employed,1
C00219,26,Male,4420.320833,2,1254.195833,Unemployed,0
C00220,21,Female,3387.740833,3,535.8866667,Employed,0
C00221,23,Male,3075.152914,0,1594.901015,Employed,1
C00222,49,Male,2908.956702,2,1981.233467,Employed,1
C00223,71,Female,3749.156072,3,3015.423808,Employed,1
C00224,49,Male,4418.115833,3,614.3583333,Employed,0
C00225,64,Male,3540.877593,5,2448.035417,Employed,1
C00226,47,Female,5263.369167,1,3183.786667,Employed,0
C00227,38,Female,4122.115,9,2478.018333,Employed,0
C00228,56,Male,4471.4175,4,1622.410833,Self-Employed,0
C00229,42,Female,4253.919167,7,1783.239167,Employed,0
C00230,42,Female,4077.165,3,1473.915833,Employed,0
C00231,66,Male,3764.09,0,2558.1425,Unemployed,1
C00232,29,Male,3555.605,4,347.9766667,Unemployed,0
C00233,25,Female,4565.635,6,2173.946667,Employed,0
C00234,21,Male,1606.461688,1,2513.211973,Employed,1
C00235,71,Male,2079.91,3,2621.691667,Employed,1
C00236,42,Female,3623.546667,9,2366.386667,Self-Employed,0
C00237,57,Male,4360.11747,5,2286.370769,Self-Employed,1
C00238,37,Female,3019.074811,1,2156.836229,Employed,1
C00239,38,Male,5455.415833,8,990.8325,Self-Employed,0
C00240,47,Male,4291.696609,0,1873.861395,Self-Employed,1
C00241,50,Male,6101.048333,4,2624.726667,Unemployed,0
C00242,42,Female,4628.719167,6,3402.216667,Employed,1
C00243,55,Male,1914.967852,1,2157.017578,Self-Employed,1
C00244,38,Male,6257.3825,3,0,Unemployed,0
C00245,19,Female,4799.408823,4,3670.226776,Employed,1
C00246,32,Male,6559.205833,5,1275.724167,Employed,0
C00247,45,Female,1997.911963,5,3195.144443,Employed,1
C00248,33,Male,4045.775,9,528.6525,Employed,0
C00249,40,Male,4236.3225,7,1937.049167,Employed,0
C00250,38,Male,2454.413333,9,1513.455,Employed,0
C00251,18,Male,4288.013333,10,733.7116667,Employed,0
C00252,64,Male,2767.079167,8,3462.440833,Unemployed,1
C00253,59,Female,3269.424815,4,2341.35283,Unemployed,1
C00254,39,Female,4184.078333,7,1803.579167,Employed,0
C00255,30,Male,5229.444167,9,1696.305,Employed,0
C00256,32,Female,3647.556667,8,1532.8075,Employed,0
C00257,49,Female,4491.52,0,2327.646667,Employed,1
C00258,68,Female,3222.744528,7,2885.90713,Employed,1
C00259,56,Male,3273.7275,0,1515.414167,Employed,0
C00260,43,Female,4210.745833,1,1817.709167,Self-Employed,1
C00261,66,Male,5717.214903,2,3114.672345,Employed,1
C00262,39,Male,4719.0925,4,2203.829167,Employed,0
C00263,57,Female,2173.6325,4,259.0141667,Employed,0
C00264,28,Male,6622.573333,7,1051.619167,Self-Employed,0
C00265,57,Female,3112.179188,1,828.4143264,Self-Employed,1
C00266,31,Male,4291.230833,4,1515.459167,Employed,0
C00267,27,Male,3497.6225,5,2758.493333,Employed,1
C00268,43,Male,2526.871667,3,2440.205,Employed,1
C00269,18,Female,1744.376146,6,3287.649653,Self-Employed,1
C00270,49,Female,4987.358333,3,438.2233333,Self-Employed,0
C00271,52,Male,3013.654167,6,2014.554167,Employed,0
C00272,43,Female,3200.569167,8,1894.265,Employed,0
C00273,23,Female,2938.5575,3,1646.4725,Employed,1
C00274,64,Male,3379.399271,1,2409.037088,Self-Employed,1
C00275,58,Male,4417.378333,3,1924.9125,Employed,0
C00276,43,Female,3146.904167,0,1657.423333,Employed,0
C00277,39,Female,3864.372428,2,2209.637366,Employed,1
C00278,51,Female,3491.845869,9,3245.343072,Employed,1
C00279,27,Female,6104.7925,0,1958.641667,Unemployed,0
C00280,65,Female,1661.911619,3,2657.394006,Employed,1
C00281,37,Female,5232.634167,8,667.5408333,Employed,0
C00282,74,Male,3252.192546,3,2152.008333,Self-Employed,1
C00283,64,Male,3836.864739,7,4070.107516,Employed,1
C00284,44,Male,6271.576667,1,379.2191667,Self-Employed,0
C00285,35,Male,3625.969167,4,1587.646667,Employed,0
C00286,40,Male,3745.309167,2,1248.971667,Employed,0
C00287,74,Female,4890.780833,3,2710.944167,Self-Employed,1
C00288,52,Female,3409.6475,6,1421.286667,Employed,0
C00289,73,Female,5171.318876,0,3043.027778,Employed,1
C00290,48,Male,4412.36,3,1957.1625,Employed,0
C00291,47,Female,4907.325,6,1072.0125,Self-Employed,0
C00292,35,Female,2733.294386,8,3365.627448,Unemployed,1
C00293,18,Female,2259.596667,10,1945.365833,Employed,1
C00294,41,Female,5176.739167,6,1482.885,Self-Employed,0
C00295,31,Male,5804.5525,6,27.22916667,Employed,0
C00296,54,Male,4787.559167,4,2556.9825,Employed,0
C00297,23,Female,3977.575,4,2540.72,Unemployed,1
C00298,74,Female,4753.868838,5,2160.943645,Self-Employed,1
C00299,29,Male,1968.2425,0,1593.2575,Employed,0
C00300,68,Female,2404.407085,4,2108.465747,Self-Employed,1
C00301,55,Male,3966.743333,8,0,Employed,0
C00302,64,Female,1741.045704,3,2500.222515,Unemployed,1
C00303,55,Female,5744.896667,8,2898.393333,Employed,0
C00304,71,Male,2838.786667,3,301.6425,Unemployed,0
C00305,42,Male,5508.706667,8,677.5058333,Employed,0
C00306,36,Female,3362.229167,4,1479.289167,Employed,0
C00307,50,Female,4328.193333,5,1144.7375,Employed,0
C00308,22,Male,5155.456667,7,470.075,Employed,0
C00309,32,Female,4589.7875,10,380.9975,Self-Employed,0
C00310,49,Male,3270.639167,3,1873.604167,Employed,0
C00311,54,Male,3670.858129,3,3786.474148,Employed,1
C00312,31,Male,2941.547012,1,1210.995218,Employed,1
C00313,61,Male,3414.533333,4,522.6175,Employed,0
C00314,37,Female,5194.8475,5,3248.139167,Employed,0
C00315,73,Male,3049.057589,4,2719.941633,Employed,1
C00316,29,Male,2318.0275,5,1345.2725,Employed,0
C00317,50,Male,2948.505,5,1899,Employed,0
C00318,55,Female,4811.590833,3,4098.478333,Employed,0
C00319,53,Male,3018.351667,7,761.6208333,Employed,0
C00320,53,Female,4274.346667,3,1679.748333,Self-Employed,0
C00321,54,Male,2602.2425,3,149.095,Unemployed,0
C00322,48,Male,4296.918333,3,2226.620833,Employed,0
C00323,32,Male,4800.759167,9,1904.835833,Self-Employed,0
C00324,52,Male,4437.24,2,1891.079167,Unemployed,1
C00325,62,Male,4774.793333,2,1798.311667,Unemployed,1
C00326,37,Male,4118.530833,2,2364.803333,Employed,0
C00327,40,Male,4765.391667,4,961.3666667,Unemployed,0
C00328,57,Male,4034.230833,5,1154.550833,Self-Employed,0
C00329,42,Male,5662.380833,0,1939.045833,Employed,0
C00330,59,Female,4783.314167,2,1627.190833,Self-Employed,0
C00331,48,Female,6614.600833,4,414.2741667,Self-Employed,0
C00332,46,Female,6519.1975,7,2331.536667,Employed,0
C00333,18,Female,5453.110833,9,1031.234167,Employed,0
C00334,23,Female,1887.013618,9,2157.846389,Employed,1
C00335,45,Female,6325.371667,7,2174.605,Employed,0
C00336,29,Female,2567.195833,2,705.2566667,Employed,0
C00337,47,Male,2825.7375,9,2198.005,Employed,0
C00338,40,Female,5674.8025,8,2400.955833,Self-Employed,0
C00339,46,Male,4185.026667,2,549.1125,Self-Employed,0
C00340,47,Male,5545.794167,0,335.1066667,Employed,0
C00341,40,Female,3509.4725,7,1738.915,Employed,0
C00342,29,Female,4796.725,8,1916.373333,Employed,0
C00343,63,Male,3535.282909,6,2870.390779,Unemployed,1
C00344,61,Female,1679.684053,3,2872.197796,Employed,1
C00345,52,Female,4618.545833,6,2213.243333,Self-Employed,0
C00346,36,Female,3797.979167,5,1447.710833,Self-Employed,0
C00347,56,Female,3505.895833,5,3487.579167,Employed,1
C00348,62,Female,3738.089309,2,2491.909285,Unemployed,1
C00349,52,Male,2408.34,1,1402.208333,Employed,0
C00350,22,Female,2704.270833,1,1791.331667,Employed,1
C00351,50,Male,4503.075,3,2762.923333,Employed,0
C00352,25,Female,1923.180784,5,572.3334871,Employed,1
C00353,37,Female,3394.707978,5,2641.608197,Employed,1
C00354,29,Female,5043.1325,4,1682.786667,Employed,0
C00355,30,Male,3232.845918,10,1233.141473,Employed,1
C00356,73,Male,2461.388542,1,2940.27685,Employed,1
C00357,56,Male,5357.76,1,0,Self-Employed,0
C00358,25,Male,4751.283333,7,1677.535833,Employed,0
C00359,47,Male,4088.425,8,1986.835,Employed,0
C00360,57,Male,4414.511508,8,4067.447593,Employed,1
C00361,61,Male,3636.807178,2,2277.607226,Unemployed,1
C00362,43,Female,3112.608333,9,2412.425833,Employed,0
C00363,49,Female,1666.666667,3,2586.611667,Unemployed,1
C00364,53,Male,3286.236667,5,429.9525,Employed,0
C00365,60,Male,3339.622968,9,3059.801398,Employed,1
C00366,43,Female,3921.229167,0,1876.0975,Self-Employed,0
C00367,49,Female,3815.291667,3,2660.9275,Employed,0
C00368,26,Female,5907.403601,2,2965.617506,Employed,1
C00369,26,Female,4086.493333,2,2269.0225,Employed,0
C00370,38,Female,2150.771667,3,1748.058333,Employed,0
C00371,35,Female,3043.581667,9,1658.4625,Self-Employed,0
C00372,37,Female,3272.536667,0,1335.266667,Employed,0
C00373,26,Female,3200.635,1,1695.595,Employed,0
C00374,55,Female,3884.446667,9,1759.4775,Employed,0
C00375,27,Female,4646.748333,7,2385.186667,Employed,1
C00376,62,Male,5192.269167,9,671.2308333,Self-Employed,0
C00377,30,Male,4854.231667,7,753.9408333,Employed,0
C00378,40,Male,3979.0975,8,794.8991667,Employed,0
C00379,71,Female,1792.055251,3,2542.141531,Employed,1
C00380,68,Male,2913.505,4,2427.895,Employed,1
C00381,51,Male,3797.415,10,1655.579167,Employed,0
C00382,48,Female,4288.761667,7,2597.361667,Employed,0
C00383,37,Female,3994.604713,1,2456.340444,Self-Employed,1
C00384,54,Female,2606.9375,2,1540.584167,Employed,0
C00385,74,Male,2630.116743,3,2891.222327,Employed,1
C00386,68,Female,5924.184829,9,4200.778444,Unemployed,1
C00387,69,Male,2577.474298,1,1776.01783,Employed,1
C00388,53,Male,1692.541667,10,1779.635833,Employed,0
C00389,73,Female,4478.396667,3,347.01,Self-Employed,0
C00390,43,Male,4648.313333,1,1207.873333,Employed,0
C00391,55,Female,1646.062863,4,2865.593753,Employed,1
C00392,57,Male,3362.629056,3,2669.455023,Self-Employed,1
C00393,35,Male,4409.279167,7,1608.723333,Employed,0
C00394,51,Female,4032.539167,8,2025.718333,Employed,0
C00395,64,Male,4964.9075,2,1160.295,Unemployed,0
C00396,67,Male,4831.451893,2,2401.742772,Unemployed,1
C00397,38,Male,4958.8875,6,2216.209167,Employed,1
C00398,42,Male,3781.624167,1,2575.1525,Employed,1
C00399,34,Male,4979.418333,1,2084.026667,Employed,0
C00400,34,Male,3790.286667,8,2286.821667,Employed,0
C00401,40,Male,3629.696511,3,1924.105194,Employed,1
C00402,45,Female,3301.781667,2,1413.875,Employed,0
C00403,45,Male,3401.955,8,2802.690833,Employed,0
C00404,58,Male,1613.517263,3,2579.020353,Unemployed,1
C00405,27,Male,3445.089754,2,1712.100859,Employed,1
C00406,52,Male,3168.795,0,3207.801667,Employed,1
C00407,56,Female,3207.4825,2,1969.263333,Employed,0
C00408,32,Female,3814.435833,2,0,Employed,0
C00409,64,Male,5134.959167,2,472.3733333,Employed,0
C00410,41,Female,5082.466667,5,802.445,Employed,0
C00411,29,Female,3485.5175,2,854.8983333,Employed,0
C00412,65,Female,1989.628353,2,2727.268623,Employed,1
C00413,46,Female,5051.356667,8,1922.836667,Employed,0
C00414,27,Female,4274.904167,0,2182.405,Employed,0
C00415,50,Male,1666.666667,1,2533.6925,Employed,1
C00416,49,Female,5968.258333,0,1290.0425,Employed,0
C00417,36,Female,1940.077886,5,531.5108003,Employed,1
C00418,43,Female,1948.553703,8,2049.763801,Employed,1
C00419,46,Female,4808.250833,8,1596.901667,Self-Employed,0
C00420,36,Female,4849.521667,10,3299.864167,Employed,0
C00421,40,Male,6858.145,8,1159.810833,Unemployed,0
C00422,40,Female,3463.8075,1,1007.584167,Employed,0
C00423,45,Male,4201.893333,7,259.5791667,Self-Employed,0
C00424,34,Male,4797.900833,7,2530.073333,Employed,0
C00425,36,Female,4863.929167,6,1355.61,Unemployed,0
C00426,53,Female,6070.454167,1,433.7966667,Unemployed,0
C00427,43,Female,2514.869672,2,1787.151879,Employed,1
C00428,26,Male,5085.264167,5,1678.7575,Self-Employed,0
C00429,72,Female,4722.390529,0,3149.374623,Employed,1
C00430,33,Male,4864.575,1,0,Employed,0
C00431,32,Female,3032.2125,1,2405.159167,Employed,0
C00432,72,Male,2793.560852,7,3376.837447,Self-Employed,1
C00433,45,Male,5386.098333,3,1307.395,Employed,0
C00434,51,Female,7005.0325,8,861.4616667,Employed,0
C00435,56,Female,5182.744167,8,1785.874167,Employed,0
C00436,31,Male,4698.488333,4,1417.348333,Employed,0
C00437,51,Female,2787.458333,9,1098.85,Employed,0
C00438,30,Male,4313.325833,9,2501.36,Employed,0
C00439,53,Male,3748.1975,7,4113.048333,Employed,1
C00440,56,Female,2538.036918,1,2880.616237,Employed,1
C00441,28,Female,4973.185833,5,2198.8975,Employed,0
C00442,28,Female,4596.189167,3,1563.555833,Self-Employed,0
C00443,51,Female,6904.735833,2,1534.871667,Employed,0
C00444,36,Female,3950.484167,7,1401.043333,Unemployed,0
C00445,18,Male,1950.375833,3,3074.324167,Self-Employed,1
C00446,28,Male,3699.155317,2,1857.398154,Employed,1
C00447,35,Male,6336.621667,1,756.5483333,Employed,0
C00448,31,Female,6326.095833,8,1713.22,Unemployed,0
C00449,52,Female,4397.516667,4,3029.831667,Unemployed,1
C00450,21,Male,5052.921667,1,861.5358333,Employed,0
C00451,74,Male,4120.139167,2,1186.316667,Employed,0
C00452,27,Male,3503.845,3,2443.695833,Employed,0
C00453,65,Male,3301.140833,10,2990.783333,Employed,1
C00454,49,Female,3350.886667,5,1849.418333,Employed,0
C00455,22,Female,2045.761319,6,2794.287838,Employed,1
C00456,49,Male,2930.9275,1,2524.510833,Employed,1
C00457,45,Male,5602.224167,1,1718.609167,Employed,0
C00458,51,Male,2737.954167,2,2752.731667,Employed,1
C00459,54,Female,4492.985833,4,1887.3125,Unemployed,1
C00460,56,Female,4618.711667,4,1800.408333,Employed,0
C00461,43,Male,4269.009167,2,2342.3325,Employed,0
C00462,50,Male,4032.878333,6,2250.584167,Employed,0
C00463,42,Female,5121.94515,5,3139.567516,Unemployed,1
C00464,34,Male,3429.960833,4,130.1716667,Employed,0
C00465,49,Male,3446.528625,6,1881.864802,Employed,1
C00466,33,Female,3437.82,8,333.8375,Employed,0
C00467,37,Male,3466.44,4,2152.1425,Employed,0
C00468,18,Female,2577.491898,2,2171.0916,Employed,1
C00469,48,Female,4712.839167,8,2945.401667,Employed,0
C00470,40,Female,8982.580833,9,820.1008333,Employed,0
C00471,71,Male,3788.652734,6,2503.500352,Employed,1
C00472,41,Female,5019.1075,4,2771.193333,Employed,0
C00473,40,Male,3176.015833,10,1497.896667,Employed,0
